sentence,growth,slow,grown,rate,grew,new,increase,profit,sales,profitability,revenue,margin,ebitda,fast,eps,%,quarter,top,progress,bottom,strong,organic,drivers,high,add,improve,consistency,annual,quarterly,income
" We continued to strengthen our position as a leader in device-to-cloud solutions for the Internet of Things with new customer wins, new product offerings and the acquisition of the assets of GlobalTop Technology's GNSS business",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Where we could be wrong: 1) CEO selection process fails to result in a candidate that can execute the plan; 2) Turnaround extends much longer than expected; and 3) ACA exchange losses fail to turnaround despite exits and new leadership,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" service sector slowed in February, according to a report Friday that also said business confidence also slipped to the weakest point since the November presidential election",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 American Airlines CFO Derek Kerr says the carrier is monitoring the potential impact of new regulations affecting marine fuel that analysts said could push up the cost of jet fuel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" CEO Rami Rahim said the company was disappointed with the revenue shortfall, but the company is still focused on operational excellence, cost efficiencies, and delivering long-term, sustainable growth",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Image segmentation is a very important field for us where we are working intensely to strengthen our intellectual property rights, as there is a global trend within medtech towards more and more patient -specific solutions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Under Armour Although the athletic-wear maker beat quarterly estimates, it lowered its financial forecasts for and said it would cut 2% of its staff in a restructuring",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
" The company indicated it is speeding up its cost cutting, and that its estimate of the market may go still lower, stating, Planned cost reduction activities will be accelerated, due to current market environment, to achieve an annual run rate reduction of at least SEK b",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
" Ericsson's CEO Brje Ekholm said the company was not satisfied with the results, and noted that the company's software sales suffered in comparison to a rise in the year-earlier quarter, and also were hit by cautious mobile broadband investment levels",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
" Chief Executive Simon Humphrey, said: We are delighted with our progress, which shows the benefits of our efficient restructuring and the adoption of a new strategy to commercialize the technology we have developed over recent years",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
" That's the easy way to grow daily actives quickly, but we don't think those types of techniques are sustainable in the long-term, Chief Executive Evan Spiegel said during the company's earnings call on Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" It is very disappointing to see further losses being reported in our B+I business, particularly when the vast majority of the remaining Fletcher Building business units have performed so well during the year, said Chairman Ralph Norris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Chief Executive Joe Kaeser hinted at the restructuring last week when he presented the company's annual earnings, saying the power-and-gas division was struggling for some time",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
" E-commerce-related tenants are driving the quest for space in addition to demand from traditional industrial and warehouse users, said Jules Nissim, a Cushman executive managing director",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" said Thursday it was cutting 12,jobs in its power business, or nearly 20% of the unit's workforce, as the conglomerate slashes costs and battles overcapacity in its core business",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Target's Painful Lesson: Cheap Prices Beat Out Hip Products Target's chief executive vowed to invest billions to lower prices and remodel stores, an admission that the retailer's focus on trendy merchandise wasn't enough to draw shoppers to its stores",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Episurf Medical is in the process of establishing a presence in Asia, and India has been identified as one of our future key markets, says Pl Ryfors CEO Episurf Medical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 We also remain confident about our underlying strategy and about the effectiveness of our transformation and investment programs that will allow us to move towards a 10% underlying EBIT margin over the coming years,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Unfortunately, the Land and Environment Court of Appeal has today notified that the environmental permit application has been denied given the projects current prerequisites",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Chief Executive Stephen Little said Premaitha was disappointed with the ruling and will continue to expand into other territories and accelerate plans to broaden its product offering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" He said that since September, his company had found more private and public schools interested in buying its platform, and his team could supply their needs faster by cutting the number of lab schools it was operating",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" New craft brewers continue to enter the market and existing craft brewers are expanding their distribution and tap rooms, with the result that drinkers are seeing more choices, including a wave of new beers in all markets, said Boston Beer Chairman Jim Koch in a statement",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Lundgren, who will be passing the baton to Macy's veteran Jeff Gennette on March 23, said that the department store will continue to stay focused on the 100-store closure it announced last fall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Deutsche Bank's Chief Financial Officer James von Moltke said in March that the unit faced headwinds of about EUR450 million in currency effects and funding costs in the first quarter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
" Commenting on the acquisition Simon Gill, Chief Executive, said: 'This new property will be a good addition to our existing portfolio providing a projected cashflow for approximately another thirteen years and with the benefit of guaranteed fixed minimum uplifts upon review in and 2025",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Pl Ryfors, CEO Episurf Medical, says that we have received very encouraging feedback from leading surgeons in Hong Kong, confirming that Episealer will help them to treat patients in the so -called treatment gap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" We are developing opportunities in battery products and robotic mowers, says Jeff Hohler, President Consumer Brands Division, and while the decision to reduce volume may be a near term setback, we are confident that we will emerge stronger as a Division in the mid to longer term",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" But he suggests another interpretation given the company's history is that the upcoming shift, as indicated in the memo, could be analogous to the massive shift in the late 90's which required downsizing, new investments, and a lot of change",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" He added, We are exploring strategic options available to the company to deliver value to our stockholders, including retaining investment bank advisors to assist us in this process and optimizing our operating model to reduce our cash burn rate and shorten the time to generate positive cash flow",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" They also said that AWS price cuts were not a large factor for Q1 guidance, but AWS is a much smaller component of overall revenue than profit (8% of Q4 revenue, but 51% of CSOI)",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" The company said it will continue to manage operating expenses prudently and increase operational efficiencies, and said it had initiated a realignment of its workforce in Q4, as it continues to prioritize its investments in the most critical areas of its business",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Revenue here nearly tripled year over year to $milliona notable accomplishment given that Nvidia's new Volta chip still was coming into full production during the quarter,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
" Target's Painful Lesson: Low Prices Beat Hip Products Target's chief executive vowed to invest billions to lower prices and remodel stores, an admission that the retailer's focus on trendy merchandise wasn't enough to draw shoppers to its stores",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" The company's chief vowed to invest billions to lower prices and remodel hundreds of stores, an admission that the retailer's focus on trendy merchandise wasn't enough to attract shoppers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Treating this middle-aged patient group has been a challenge for a very long time, and we are glad for these very promising results says Pl Ryfors, CEO of Episurf Medical",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Chief Executive Rob van Wingerden said the significant cost overrun was very disappointing but added that the company was on track to deliver its strategic ambitions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" The company in March had already lowered its FY2017 EBIT estimate to between NZ$million and NZ$million, from NZ$million to NZ$million previously, due to losses in the buildings and interiors unit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 We believe our deliberate and intentional strategy of focusing on cloud-oriented architectures and solutions has resulted in a strong footprint and a compelling product pipeline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
" Facebook Posts 61% Rise in Operating Profit in the Fourth Quarter Facebook reported a big tax charge but said quarterly operating profit rocketed, a stark reminder of its continued dominance in digital advertising despite mounting criticism against the social network",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
" We are happy to have appointed Pacific Medical Systems as our distributor, and Hong Kong will, as our first market in Asia where our technology is ready to be marketed, also be an important reference during our further expansion in the region",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" The suit, which Apple said it filed Friday in federal district court in the Southern District of California, claims that Qualcomm leveraged its position as a manufacturer of a critical chip used in cellphones to seek onerous, unreasonable and costly terms for patents and blocked Apple's ability to choose another supplier for chipsets",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 SFO Director David Green told Risk & Compliance Journal this week that the agency is moving into high gear to resolve the various investigations of bribery and corruption at large global companies on its books,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" Pete Petit, Chairman and CEO, stated, We are pleased with the progress we have made in our initiatives, and expect to continue to benefit from them throughout the upcoming year and beyond",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
" Tomas brings to Endeavour a wealth of experience in mine and operations management, new project planningdevelopment and turning around underperforming assets, as well as having executive, technical and administrative expertise",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Increased dividend and further investments in the value segment A portion of the free cash flow was used to acquire the Equinox business in India and a minority stake in the French implant manufacturer Anthogyr as part of the Group's strategy to invest in the non-premium segment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Investors were happy to add some add some spread (and risk) to their portfolio as the heavy oversubscription of deals by Portugal's Caixa Economica Montepio Geral and New Zealand's ASB Finance showed, ABN Amro strategist Joost Beaumont says in a note",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
" The acceleration of CPI in May was driven by a less rapid drop in food prices, which tend to follow pork rearing cycles and don't provide a good guide to underlying price pressures in the broader economy, says Evans-Pritchard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Combined with a clear decentralised business responsibility and increased focus on our strong brands, the rationalisations carried out have created a solid foundation for profitable growth and successful development of our various operations",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
 Scott Price is joining the parcel UPS and will be tasked with driving and facilitating organizational change to help UPS find ways to grow profitably in existing businesses and find new areas to target as well,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Rather than simply buying and holding the bonds in an index, active managers select the bonds in a portfolio and can therefore target opportunities for alpha, while aiming to avoid volatility",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 The pharmaceutical company said it will submit a new drug application for its antibiotic iclaprim to the FDA in Q2 of this year--instead of Q1 like it guided for initially--in order to ensure the strongest possible submission,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" In addition, after rapidly growing to become a $billion asset bank, we believe it is prudent to strengthen the strategic and financial planning functions as we build a stronger balance sheet to support the next phase of growth",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
